priority_tier	url	slug	page_type	current_status	brief_file	claim_risk	primary_goal	required_retrofit_blocks	proof_module	internal_links_to_add	schema_needed	publish_gate	qa_gate
P2	https://simplyrest.com/mattress-sizes-and-dimensions/	mattress-sizes-and-dimensions	size-guide	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/mattress-sizes-and-dimensions.md	Low: standard editorial/commercial disclosure still required where links appear	Win sizing queries with dimension tables, room-fit guidance, FAQs, and comparison schema.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Fit/use proof: dimensions table, room-fit guidance, setup/usability notes, methodology link	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/adjustable-bed-mattress/	adjustable-bed-mattress	education	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/adjustable-bed-mattress.md	Low: standard editorial/commercial disclosure still required where links appear	Win mattress education queries with definitions, decision trees, testing notes, and internal links to tested products.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/how-to-pick-the-right-memory-foam-mattress/	how-to-pick-the-right-memory-foam-mattress	education	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/how-to-pick-the-right-memory-foam-mattress.md	Low: standard editorial/commercial disclosure still required where links appear	Win mattress education queries with definitions, decision trees, testing notes, and internal links to tested products.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/amerisleep-as3/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/is-an-adjustable-bed-right-for-you/	is-an-adjustable-bed-right-for-you	education	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/is-an-adjustable-bed-right-for-you.md	Low: standard editorial/commercial disclosure still required where links appear	Win mattress education queries with definitions, decision trees, testing notes, and internal links to tested products.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/organic-latex-mattresses-excel-in-support-and-pressure-relief/	organic-latex-mattresses-excel-in-support-and-pressure-relief	education	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/organic-latex-mattresses-excel-in-support-and-pressure-relief.md	Medium: comfort/support/cooling claims must be tied to testing evidence	Win mattress education queries with definitions, decision trees, testing notes, and internal links to tested products.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/which-memory-foam-is-best/	which-memory-foam-is-best	education	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/which-memory-foam-is-best.md	Low: standard editorial/commercial disclosure still required where links appear	Win mattress education queries with definitions, decision trees, testing notes, and internal links to tested products.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/amerisleep-as3/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/	home	home	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/home.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/bedding/	bedding	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/bedding.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/bedding-buying-guide/	bedding-buying-guide	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/bedding-buying-guide.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/buying-bed-online/	buying-bed-online	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/buying-bed-online.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/contact/	contact	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/contact.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/disclosure/	disclosure	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/disclosure.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/how-long-does-a-mattress-last/	how-long-does-a-mattress-last	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/how-long-does-a-mattress-last.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/how-to-clean-a-mattress/	how-to-clean-a-mattress	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/how-to-clean-a-mattress.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/just-before-bed/	just-before-bed	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/just-before-bed.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/mattress-accessories/	mattress-accessories	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/mattress-accessories.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/mattress-too-soft-or-too-firm/	mattress-too-soft-or-too-firm	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/mattress-too-soft-or-too-firm.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/mattress-trends-2020/	mattress-trends-2020	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/mattress-trends-2020.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P3	https://simplyrest.com/privacy/	privacy	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/privacy.md	Low: standard editorial/commercial disclosure still required where links appear	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
