priority	source_url	target_url	anchor_text	placement	reason	publish_dependency
P0	https://simplyrest.com/mattress-reviews/casper-dream-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/mattress-reviews/casper-dream-hybrid/	https://simplyrest.com/mattress-reviews/	mattress reviews	Related reviews module	Strengthen review hub and avoid orphan reviews	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-saatva-classic/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-saatva-classic/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-nolah-evolution-15/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-nolah-evolution-15/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-brooklyn-bedding-aurora-luxe/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-brooklyn-bedding-aurora-luxe/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-glacier-apex-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-glacier-apex-hybrid/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-organica-vs-birch-natural/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-organica-vs-birch-natural/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-bear-star-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-bear-star-hybrid/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-organica-vs-avocado-green/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-organica-vs-avocado-green/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-purple-restoreplus-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-purple-restoreplus-hybrid/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-nest-bedding-sparrow/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-nest-bedding-sparrow/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-helix-midnight-luxe/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-helix-midnight-luxe/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-leesa-original/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-leesa-original/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-leesa-sapira-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-leesa-sapira-hybrid/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as2-vs-brooklyn-bedding-plank-firm/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as2-vs-brooklyn-bedding-plank-firm/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as2-vs-bear-original/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as2-vs-bear-original/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-ghostbed-flex/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-ghostbed-flex/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as2-vs-helix-dawn-luxe/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as2-vs-helix-dawn-luxe/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as6-black-series-vs-leesa-sapira-chill-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as6-black-series-vs-leesa-sapira-chill-hybrid/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as5-hybrid-vs-helix-sunset-luxe/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as5-hybrid-vs-helix-sunset-luxe/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as5-vs-ghostbed-luxe/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as5-vs-ghostbed-luxe/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as5-hybrid-vs-leesa-sapira-chill-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as5-hybrid-vs-leesa-sapira-chill-hybrid/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-casper-the-one/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-casper-the-one/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as6-black-series-vs-purple-restoreplus-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as6-black-series-vs-purple-restoreplus-hybrid/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as3-vs-casper-dream-hybrid/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as3-vs-casper-dream-hybrid/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
P0	https://simplyrest.com/comparison/amerisleep-as6-black-series-vs-saatva-rx/	https://simplyrest.com/how-we-test-mattresses/	how we test mattresses	Methodology callout	Every review/comparison must link back to methodology	Target page must be live before adding link
P1	https://simplyrest.com/comparison/amerisleep-as6-black-series-vs-saatva-rx/	https://simplyrest.com/mattress-comparison/	mattress comparison	Related comparisons module	Strengthen comparison hub	Target page must be live before adding link
